Date,Open,High,Low,Close,Volume,Adj Close
2016-06-01,87.230003,87.300003,86.309998,86.580002,7451800,85.029617
2016-06-02,86.690002,87.07,85.860001,86.720001,7281100,85.167109
2016-06-03,86.849998,86.980003,85.550003,86.150002,7443800,84.607317
2016-06-06,86.169998,87.870003,86.099998,87.599998,8596700,86.031348
2016-06-07,87.540001,88.239998,86.900002,87.5,7923800,85.933141
2016-06-08,87.519997,88.089996,86.82,87.419998,7331600,85.854571
2016-06-09,86.919998,87.25,85.650002,85.769997,8083700,84.234116
2016-06-10,84.980003,85.169998,84.080002,84.449997,8075200,82.937754
2016-06-13,84.029999,84.809998,83.900002,83.980003,8194100,82.476176
2016-06-14,83.5,84.559998,82.769997,83.57,7488700,82.535433
2016-06-15,84.050003,84.440002,82.970001,83.040001,7416100,82.011995
2016-06-16,82.779999,83.699997,82.230003,83.510002,6172200,82.476178
2016-06-17,83.68,84.169998,82.529999,82.650002,15951300,81.626824
2016-06-20,83.260002,84.120003,82.900002,82.989998,6951800,81.962611
2016-06-21,83.349998,83.440002,81.43,81.790001,8412000,80.77747
2016-06-22,81.559998,83.790001,81.559998,82.449997,10069600,81.429295
2016-06-23,83.290001,83.580002,82.540001,83.370003,5844000,82.337912
2016-06-24,81.169998,82.25,80.220001,80.470001,12438000,79.473811
2016-06-27,79.900002,80.470001,77.919998,78.25,11724000,77.281293
2016-06-28,79.669998,82.419998,79.449997,82.309998,14751000,81.291029
2016-06-29,83.389999,83.459999,81.75,82.269997,10452600,81.251523
2016-06-30,82.269997,83.419998,81.529999,83.419998,9706500,82.387288
2016-07-01,83.150002,85.300003,82.75,84.860001,8336300,83.809464
2016-07-05,84.68,85.160004,83.510002,83.889999,7621700,82.851471
2016-07-06,83.639999,85.910004,83.330002,85.730003,9683800,84.668696
2016-07-07,85.900002,86.260002,84.769997,85.470001,6764500,84.411913
2016-07-08,85.959999,86.940002,85.730003,86.550003,7628800,85.478545
2016-07-11,86.559998,87.230003,86.089996,86.25,7453900,85.182256
2016-07-12,86.82,87.309998,86.480003,86.629997,7857700,85.557549
2016-07-13,86.709999,87.080002,85.720001,85.75,8334400,84.688445
2016-07-14,86.43,86.510002,85.269997,85.540001,8104400,84.481046
2016-07-15,85.669998,87.959999,85.540001,86.669998,11483300,85.597054
2016-07-18,86.940002,87.339996,86.470001,86.93,6788300,85.853838
2016-07-19,86.5,86.959999,85.279999,85.440002,9832800,84.382285
2016-07-20,85.459999,87.120003,85.099998,86.660004,9055900,85.587183
2016-07-21,87.160004,87.830002,86.300003,87.239998,9453400,86.159998
2016-07-22,87.32,87.440002,86.32,86.550003,7374700,85.478545
2016-07-25,86.57,88.849998,86.279999,88.550003,15718500,87.453785
2016-07-26,84.050003,84.150002,80.510002,81.050003,47371900,80.046633
2016-07-27,81.339996,81.980003,81.059998,81.790001,14103800,80.77747
2016-07-28,81.949997,81.980003,80.620003,81.239998,13011000,80.234275
2016-07-29,80.599998,80.839996,79.370003,79.470001,19465700,78.486191
2016-08-01,79.809998,81.209999,79.510002,80.459999,14758000,79.463933
2016-08-02,80.980003,81.190002,79.449997,79.57,13408200,78.584951
2016-08-03,79.720001,80.169998,79.110001,80.089996,10868100,79.098511
2016-08-04,80.209999,80.629997,79.550003,79.769997,9738300,78.782472
2016-08-05,80.199997,80.660004,79.860001,80.410004,10692300,79.414556
2016-08-08,80.459999,80.790001,79.010002,79.739998,9511600,78.752845
2016-08-09,79.860001,79.900002,79.010002,79.330002,9578200,78.347924
2016-08-10,79.43,79.589996,78.449997,78.900002,12022200,77.923247
2016-08-11,79.150002,79.980003,78.800003,79.57,8454700,78.584951
2016-08-12,79.339996,79.769997,78.870003,79.660004,8434000,78.673841
2016-08-15,79.879997,80.089996,79.43,79.650002,7464800,78.663963
2016-08-16,79.57,79.800003,79.239998,79.25,7969900,78.268913
2016-08-17,79.459999,80.870003,79.300003,80.699997,10583800,79.70096
2016-08-18,80.870003,81.269997,80.18,80.589996,8994400,79.592321
2016-08-19,80.559998,81.18,80.230003,81.0,8227900,79.997249
2016-08-22,80.889999,81.529999,80.599998,80.919998,7522000,79.918237
2016-08-23,81.459999,81.639999,81.019997,81.470001,8279400,80.461431
2016-08-24,81.470001,82.099998,80.18,80.5,9699600,79.503438
2016-08-25,80.449997,81.0,79.300003,80.080002,9220100,79.08864
2016-08-26,80.110001,80.330002,79.269997,79.769997,8928000,78.782472
2016-08-29,79.650002,79.699997,77.629997,78.169998,15383500,77.202281
2016-08-30,78.050003,78.389999,77.660004,77.919998,9174200,76.955376
2016-08-31,77.739998,78.599998,77.580002,78.379997,9758500,77.409681
2016-09-01,78.43,78.459999,76.940002,77.419998,12403900,76.461566
2016-09-02,77.620003,77.760002,76.669998,76.889999,7956200,75.938128
2016-09-06,77.779999,78.290001,77.25,77.879997,11648400,76.91587
2016-09-07,78.379997,78.809998,77.919998,78.220001,8232700,77.251665
2016-09-08,78.330002,79.139999,77.599998,78.989998,8549600,78.01213
2016-09-09,78.459999,79.0,78.050003,78.050003,10415200,77.083772
2016-09-12,77.690002,79.029999,77.690002,78.849998,8896100,77.873863
2016-09-13,78.660004,78.660004,77.5,78.059998,9389600,77.093642
2016-09-14,77.940002,78.400002,77.440002,77.620003,8311200,77.123453
2016-09-15,77.75,79.199997,77.269997,78.839996,10112800,78.335642
2016-09-16,78.849998,79.190002,78.410004,78.800003,10307900,78.295905
2016-09-19,78.919998,79.510002,78.809998,78.989998,7234200,78.484684
2016-09-20,79.639999,82.07,79.629997,81.779999,17560700,81.256837
2016-09-21,82.029999,82.050003,80.660004,81.699997,13628800,81.177347
2016-09-22,81.970001,82.0,80.900002,81.519997,8213800,80.998498
2016-09-23,81.550003,82.0,81.220001,81.370003,7534500,80.849464
2016-09-26,81.0,81.129997,79.919998,80.620003,9036000,80.104261
2016-09-27,79.32,79.900002,78.639999,79.25,13214300,78.743023
2016-09-28,79.120003,79.5,78.510002,78.970001,6854100,78.464815
2016-09-29,79.160004,79.339996,77.75,77.860001,7618600,77.361916
2016-09-30,78.059998,79.629997,78.050003,79.120003,11031500,78.613857
2016-10-03,78.629997,78.970001,77.25,78.029999,10626200,77.530826
2016-10-04,77.599998,78.419998,77.120003,77.239998,8219400,76.745879
2016-10-05,77.349998,78.0,77.199997,77.57,7910200,77.07377
2016-10-06,77.379997,77.760002,76.080002,76.209999,10168200,75.722469
2016-10-07,76.449997,76.480003,74.919998,75.239998,11149200,74.758673
2016-10-10,75.5,75.970001,75.260002,75.489998,7161100,75.007074
2016-10-11,75.139999,75.279999,73.559998,73.82,11910000,73.347759
2016-10-12,74.18,74.209999,72.919998,73.029999,10014500,72.562812
2016-10-13,72.290001,73.93,72.209999,73.059998,10586100,72.592619
2016-10-14,73.269997,73.5,72.730003,72.75,7359100,72.284605
2016-10-17,72.540001,73.459999,72.309998,72.639999,8181400,72.175308
2016-10-18,73.400002,73.830002,72.910004,73.410004,6353500,72.940386
2016-10-19,73.5,73.919998,73.309998,73.339996,6326400,72.870827
2016-10-20,73.139999,74.809998,73.099998,74.309998,10351400,73.834623
2016-10-21,74.099998,74.940002,73.779999,74.290001,8256500,73.814754
2016-10-24,74.510002,74.779999,73.739998,74.150002,7404000,73.67565
2016-10-25,74.040001,74.68,73.910004,74.410004,6140800,73.933989
2016-10-26,74.510002,75.800003,74.260002,75.379997,8333000,74.897777
2016-10-27,75.93,76.360001,75.639999,75.830002,9596400,75.344903
2016-10-28,74.75,74.779999,73.230003,73.879997,13160000,73.407373
2016-10-31,74.089996,74.440002,73.550003,73.629997,8457000,73.158972
2016-11-01,73.629997,74.290001,73.059998,74.07,10741600,73.59616
2016-11-02,74.0,74.349998,72.449997,72.510002,14620000,72.046142
2016-11-03,72.330002,72.93,71.68,71.760002,9286200,71.30094
2016-11-04,71.519997,73.290001,71.389999,72.43,11779500,71.966652
2016-11-07,73.480003,74.709999,73.050003,74.0,9513500,73.526608
2016-11-08,73.93,74.660004,73.290001,74.040001,7449600,73.566353
2016-11-09,76.800003,80.0,76.75,78.470001,26693700,77.968014
2016-11-10,79.660004,80.0,76.940002,77.839996,16651800,77.342039
2016-11-11,77.480003,77.510002,75.290001,76.419998,12949600,75.931125
2016-11-14,77.040001,77.129997,76.07,76.75,8832800,76.259016
2016-11-15,77.029999,77.110001,75.0,76.349998,8560100,75.861573
2016-11-16,76.080002,76.879997,75.57,76.0,8415000,75.513814
2016-11-17,75.720001,76.019997,74.849998,75.580002,9413500,75.096502
2016-11-18,75.589996,75.739998,74.25,74.620003,8194300,74.142645
2016-11-21,74.660004,75.190002,74.449997,74.980003,6810600,74.500342
2016-11-22,75.059998,75.440002,74.019997,74.459999,6019600,73.983664
2016-11-23,73.849998,75.349998,73.760002,75.300003,6849200,74.818295
2016-11-25,75.470001,75.550003,74.870003,75.440002,3068600,74.957399
2016-11-28,75.300003,75.440002,74.220001,74.540001,9338900,74.063155
2016-11-29,74.690002,75.400002,74.290001,74.870003,7160700,74.391045
2016-11-30,75.0,75.080002,73.589996,73.699997,10627300,73.228524
2016-12-01,73.970001,74.029999,72.720001,72.839996,8270200,72.374025
2016-12-02,73.040001,73.599998,72.160004,72.419998,9227900,71.956714
2016-12-05,72.790001,72.970001,71.93,72.360001,9985900,71.8971
2016-12-06,72.669998,72.669998,71.949997,72.470001,8723900,72.006397
2016-12-07,71.779999,72.900002,71.550003,72.779999,13061000,72.314411
2016-12-08,72.459999,72.599998,70.830002,72.019997,12333500,71.559271
2016-12-09,72.339996,73.129997,71.949997,72.699997,9936300,72.234921
2016-12-12,72.559998,73.68,72.129997,73.470001,9475900,73.0
2016-12-13,73.410004,75.870003,73.400002,74.839996,12693000,74.839996
2016-12-14,74.860001,76.32,74.860001,75.709999,11822800,75.709999
2016-12-15,75.800003,75.989998,74.910004,75.550003,9448800,75.550003
2016-12-16,74.43,74.959999,73.940002,74.099998,14437500,74.099998
2016-12-19,73.610001,75.300003,73.550003,74.400002,8212200,74.400002
2016-12-20,74.510002,74.629997,73.43,74.050003,8452000,74.050003
2016-12-21,74.029999,74.830002,73.559998,73.959999,7018700,73.959999
2016-12-22,73.68,73.75,72.919998,73.300003,8413800,73.300003
2016-12-23,73.300003,73.889999,73.220001,73.639999,5304700,73.639999
2016-12-27,73.519997,74.800003,73.510002,73.730003,6625700,73.730003
2016-12-28,73.610001,73.699997,72.620003,72.769997,6333000,72.769997
2016-12-29,72.769997,72.849998,71.940002,72.129997,7500600,72.129997
2016-12-30,72.029999,72.260002,71.300003,71.610001,9198400,71.610001
