Date,Open,High,Low,Close,Volume,Adj Close
2016-01-04,54.32,54.799999,53.389999,54.799999,53778000,53.336436
2016-01-05,54.93,55.389999,54.540001,55.049999,34079700,53.57976
2016-01-06,54.32,54.400002,53.639999,54.049999,39518900,52.606467
2016-01-07,52.700001,53.490002,52.07,52.169998,56564900,50.776676
2016-01-08,52.369999,53.279999,52.150002,52.330002,48754000,50.932406
2016-01-11,52.509998,52.849998,51.459999,52.299999,36943800,50.903205
2016-01-12,52.759998,53.099998,52.060001,52.779999,36095500,51.370385
2016-01-13,53.799999,54.07,51.299999,51.639999,66883600,50.260832
2016-01-14,52.0,53.419998,51.57,53.110001,52381900,51.691573
2016-01-15,51.310001,51.970001,50.34,50.990002,70739100,49.628194
2016-01-19,51.48,51.68,50.060001,50.560001,43564500,49.209678
2016-01-20,49.98,51.380001,49.099998,50.790001,63273000,49.433535
2016-01-21,51.0,51.580002,50.299999,50.48,40191200,49.131812
2016-01-22,51.41,52.330002,51.259998,52.290001,37555800,50.893473
2016-01-25,51.939999,52.650002,51.650002,51.790001,34707700,50.406827
2016-01-26,51.790001,52.439999,51.549999,52.169998,28900800,50.776676
2016-01-27,52.009998,52.200001,51.02,51.220001,36775200,49.852051
2016-01-28,51.860001,52.209999,51.25,52.060001,62513800,50.669617
2016-01-29,54.73,55.09,54.0,55.09,83611700,53.618692
2016-02-01,54.880001,55.09,54.5,54.709999,44208500,53.24884
2016-02-02,54.169998,54.259998,52.650002,53.0,56313800,51.58451
2016-02-03,53.25,53.389999,51.259998,52.16,57559800,50.766944
2016-02-04,52.099998,52.810001,51.369999,52.0,46987100,50.611218
2016-02-05,51.939999,52.0,49.560001,50.16,62009000,48.820359
2016-02-08,49.549999,49.57,48.189999,49.41,59290500,48.09039
2016-02-09,49.02,50.240002,48.669998,49.279999,46740500,47.963861
2016-02-10,49.889999,50.389999,49.52,49.709999,38237000,48.382377
2016-02-11,48.68,50.110001,48.509998,49.689999,48878600,48.36291
2016-02-12,50.25,50.68,49.75,50.5,34243300,49.151279
2016-02-16,50.900002,51.09,50.130001,51.09,37291200,50.082544
2016-02-17,51.490002,52.77,51.450001,52.419998,40789000,51.386315
2016-02-18,52.330002,52.950001,52.099998,52.189999,27176000,51.160851
2016-02-19,51.970001,52.279999,51.529999,51.82,33559100,50.798149
2016-02-22,52.279999,53.0,52.279999,52.650002,25008300,51.611783
2016-02-23,52.34,52.369999,50.98,51.18,28895300,50.170769
2016-02-24,50.689999,51.5,50.200001,51.360001,33014500,50.34722
2016-02-25,51.73,52.099998,50.610001,52.099998,26939500,51.072626
2016-02-26,52.599998,52.68,51.099998,51.299999,35975900,50.288402
2016-02-29,51.349998,51.650002,50.66,50.880001,31654000,49.876686
2016-03-01,50.970001,52.59,50.919998,52.580002,33024500,51.543164
2016-03-02,52.41,52.959999,52.16,52.950001,29289900,51.905867
2016-03-03,52.970001,52.970001,51.779999,52.349998,24427800,51.317696
2016-03-04,52.400002,52.450001,51.709999,52.029999,33034200,51.004007
2016-03-07,51.560001,51.799999,50.580002,51.029999,38407800,50.023726
2016-03-08,50.799999,52.130001,50.599998,51.650002,33835100,50.631503
2016-03-09,51.889999,52.849998,51.860001,52.84,28251600,51.798035
2016-03-10,52.93,52.939999,51.16,52.049999,38387800,51.023613
2016-03-11,53.0,53.07,52.380001,53.07,32275700,52.023499
2016-03-14,52.709999,53.59,52.630001,53.169998,24083600,52.121526
2016-03-15,52.75,53.59,52.740002,53.59,21104800,52.533246
2016-03-16,53.450001,54.599998,53.400002,54.349998,31691700,53.278258
2016-03-17,54.209999,55.0,54.0,54.66,28223900,53.582146
2016-03-18,54.919998,54.970001,53.450001,53.490002,67625500,52.435219
2016-03-21,53.25,53.93,52.93,53.860001,23925700,52.797922
2016-03-22,53.610001,54.25,53.459999,54.07,23124100,53.00378
